id,departure,arrival,date,time_departure,duration_minutes,cost,distance_km,airline
2316,Махачкала,Челябинск,2026-07-22,18:00:00,131,31999,1709,S7 Airlines
2317,Челябинск,Грозный,2026-07-22,11:25:00,133,29908,1743,Уральские авиалинии
2318,Грозный,Челябинск,2026-07-22,10:05:00,133,34646,1743,Россия
2319,Челябинск,Грозный,2026-07-22,11:45:00,131,29754,1743,Победа
2320,Грозный,Челябинск,2026-07-22,09:15:00,131,37530,1743,Аэрофлот
2321,Челябинск,Грозный,2026-07-22,17:25:00,130,27143,1743,Победа
2322,Грозный,Челябинск,2026-07-22,14:10:00,130,27739,1743,S7 Airlines
2323,Челябинск,Грозный,2026-07-22,17:45:00,133,34268,1743,Аэрофлот
2324,Грозный,Челябинск,2026-07-22,20:25:00,133,32286,1743,Аэрофлот
2325,Челябинск,Калининград,2026-07-22,09:30:00,188,48368,2565,S7 Airlines
2326,Калининград,Челябинск,2026-07-22,17:15:00,188,50713,2565,Аэрофлот
2327,Челябинск,Калининград,2026-07-22,10:35:00,199,48844,2565,Red Wings
2328,Калининград,Челябинск,2026-07-22,13:20:00,199,43587,2565,S7 Airlines
2329,Челябинск,Калининград,2026-07-22,13:50:00,193,41166,2565,Победа
2330,Калининград,Челябинск,2026-07-22,12:00:00,193,44271,2565,Россия
2331,Челябинск,Калининград,2026-07-22,19:35:00,194,49136,2565,Уральские авиалинии
2332,Калининград,Челябинск,2026-07-22,19:45:00,194,47001,2565,Red Wings
2333,Челябинск,Архангельск,2026-07-22,12:20:00,114,27370,1538,Россия
2334,Архангельск,Челябинск,2026-07-22,20:20:00,114,28205,1538,S7 Airlines
2335,Челябинск,Архангельск,2026-07-22,18:50:00,121,32353,1538,Аэрофлот
2336,Архангельск,Челябинск,2026-07-22,08:10:00,121,26218,1538,Победа
2337,Челябинск,Архангельск,2026-07-22,21:00:00,111,23305,1538,Победа
2338,Архангельск,Челябинск,2026-07-22,22:20:00,111,20091,1538,Уральские авиалинии
2339,Челябинск,Мурманск,2026-07-22,06:55:00,157,29874,2082,S7 Airlines
2340,Мурманск,Челябинск,2026-07-22,07:20:00,157,34672,2082,Аэрофлот
2341,Челябинск,Мурманск,2026-07-22,10:00:00,151,40465,2082,Победа
2342,Мурманск,Челябинск,2026-07-22,15:10:00,151,31745,2082,Уральские авиалинии
2343,Челябинск,Мурманск,2026-07-22,21:00:00,150,30961,2082,Россия
2344,Мурманск,Челябинск,2026-07-22,19:50:00,150,38202,2082,Россия
2345,Челябинск,Мурманск,2026-07-22,21:35:00,155,35893,2082,Аэрофлот
2346,Мурманск,Челябинск,2026-07-22,12:40:00,155,42555,2082,Аэрофлот
2347,Челябинск,Сыктывкар,2026-07-22,13:10:00,70,15589,936,Red Wings
2348,Сыктывкар,Челябинск,2026-07-22,23:15:00,70,11298,936,Red Wings
2349,Челябинск,Сыктывкар,2026-07-22,16:00:00,71,16304,936,S7 Airlines
2350,Сыктывкар,Челябинск,2026-07-22,18:25:00,71,17313,936,Россия
2351,Челябинск,Сыктывкар,2026-07-22,16:25:00,66,14647,936,Red Wings
2352,Сыктывкар,Челябинск,2026-07-22,10:50:00,66,19906,936,S7 Airlines
2353,Челябинск,Сыктывкар,2026-07-22,20:45:00,69,16729,936,Уральские авиалинии
2354,Сыктывкар,Челябинск,2026-07-22,23:50:00,69,12118,936,Уральские авиалинии
2355,Челябинск,Сыктывкар,2026-07-22,21:30:00,67,14098,936,Победа
2356,Сыктывкар,Челябинск,2026-07-22,15:30:00,67,17237,936,Аэрофлот
2357,Челябинск,Сыктывкар,2026-07-22,23:25:00,73,12300,936,Россия
2358,Сыктывкар,Челябинск,2026-07-22,17:35:00,73,16410,936,S7 Airlines
2359,Тюмень,Новосибирск,2026-07-22,06:40:00,80,14286,1098,Россия
2360,Новосибирск,Тюмень,2026-07-22,14:15:00,80,19562,1098,Аэрофлот
2361,Тюмень,Новосибирск,2026-07-22,11:50:00,84,19585,1098,Победа
2362,Новосибирск,Тюмень,2026-07-22,06:00:00,84,15283,1098,Уральские авиалинии
2363,Тюмень,Новосибирск,2026-07-22,16:00:00,78,17441,1098,Победа
2364,Новосибирск,Тюмень,2026-07-22,15:30:00,78,17504,1098,Победа
2365,Тюмень,Томск,2026-07-22,10:20:00,93,21932,1210,Победа
2366,Томск,Тюмень,2026-07-22,06:00:00,93,16283,1210,Red Wings
2367,Тюмень,Томск,2026-07-22,19:45:00,86,23698,1210,Победа
2368,Томск,Тюмень,2026-07-22,21:15:00,86,19098,1210,Россия
2369,Тюмень,Томск,2026-07-22,20:00:00,92,19395,1210,Победа
2370,Томск,Тюмень,2026-07-22,15:10:00,92,18774,1210,Уральские авиалинии
2371,Тюмень,Кемерово,2026-07-22,15:30:00,102,23488,1296,Аэрофлот
2372,Кемерово,Тюмень,2026-07-22,23:45:00,102,16677,1296,Уральские авиалинии
2373,Тюмень,Кемерово,2026-07-22,21:40:00,94,23093,1296,Аэрофлот
2374,Кемерово,Тюмень,2026-07-22,19:25:00,94,22880,1296,Red Wings
2375,Тюмень,Кемерово,2026-07-22,22:15:00,98,19753,1296,Аэрофлот
2376,Кемерово,Тюмень,2026-07-22,21:10:00,98,19535,1296,Red Wings
2377,Тюмень,Барнаул,2026-07-22,06:30:00,94,15863,1225,Победа
2378,Барнаул,Тюмень,2026-07-22,13:40:00,94,24040,1225,Аэрофлот
2379,Тюмень,Барнаул,2026-07-22,08:00:00,93,23343,1225,S7 Airlines
2380,Барнаул,Тюмень,2026-07-22,07:55:00,93,18110,1225,S7 Airlines
2381,Тюмень,Барнаул,2026-07-22,23:20:00,94,14537,1225,Победа
2382,Барнаул,Тюмень,2026-07-22,22:40:00,94,19572,1225,Аэрофлот
2383,Тюмень,Красноярск,2026-07-22,10:00:00,121,30326,1678,Победа
2384,Красноярск,Тюмень,2026-07-22,09:00:00,121,31884,1678,S7 Airlines
2385,Тюмень,Красноярск,2026-07-22,11:50:00,127,33414,1678,S7 Airlines
2386,Красноярск,Тюмень,2026-07-22,06:05:00,127,25446,1678,S7 Airlines
2387,Тюмень,Красноярск,2026-07-22,14:35:00,127,26537,1678,S7 Airlines
2388,Красноярск,Тюмень,2026-07-22,18:00:00,127,33393,1678,Аэрофлот
2389,Тюмень,Красноярск,2026-07-22,18:55:00,126,28421,1678,Победа
2390,Красноярск,Тюмень,2026-07-22,07:40:00,126,26724,1678,Аэрофлот
2391,Тюмень,Иркутск,2026-07-22,06:40:00,196,30837,2524,Победа
2392,Иркутск,Тюмень,2026-07-22,13:25:00,196,44731,2524,S7 Airlines
2393,Тюмень,Иркутск,2026-07-22,19:20:00,183,44190,2524,Уральские авиалинии
2394,Иркутск,Тюмень,2026-07-22,11:45:00,183,50645,2524,S7 Airlines
2395,Тюмень,Иркутск,2026-07-22,19:25:00,193,50414,2524,S7 Airlines
2396,Иркутск,Тюмень,2026-07-22,18:55:00,193,43420,2524,Red Wings
2397,Тюмень,Улан-Удэ,2026-07-22,07:45:00,208,40964,2737,S7 Airlines
2398,Улан-Удэ,Тюмень,2026-07-22,10:00:00,208,50433,2737,Победа
2399,Тюмень,Улан-Удэ,2026-07-22,11:45:00,205,49354,2737,Победа
2400,Улан-Удэ,Тюмень,2026-07-22,16:10:00,205,44705,2737,Россия
2401,Тюмень,Улан-Удэ,2026-07-22,15:25:00,200,46885,2737,Россия
2402,Улан-Удэ,Тюмень,2026-07-22,18:45:00,200,50398,2737,Победа
2403,Тюмень,Улан-Удэ,2026-07-22,19:10:00,200,53103,2737,S7 Airlines
2404,Улан-Удэ,Тюмень,2026-07-22,07:30:00,200,39132,2737,Победа
2405,Тюмень,Чита,2026-07-22,11:25:00,221,58644,3075,Аэрофлот
2406,Чита,Тюмень,2026-07-22,18:05:00,221,63578,3075,Аэрофлот
2407,Тюмень,Чита,2026-07-22,14:05:00,230,57563,3075,Аэрофлот
2408,Чита,Тюмень,2026-07-22,18:25:00,230,65773,3075,Аэрофлот
2409,Тюмень,Якутск,2026-07-22,19:25:00,273,79946,3508,Аэрофлот
2410,Якутск,Тюмень,2026-07-22,08:50:00,273,62002,3508,Победа
2411,Тюмень,Хабаровск,2026-07-22,06:10:00,357,71965,4572,Аэрофлот
2412,Хабаровск,Тюмень,2026-07-22,17:20:00,357,69198,4572,Победа
2413,Тюмень,Владивосток,2026-07-22,06:45:00,353,64862,4777,Россия
2414,Владивосток,Тюмень,2026-07-22,22:55:00,353,68593,4777,S7 Airlines
2415,Тюмень,Владивосток,2026-07-22,14:55:00,365,81367,4777,Россия
2416,Владивосток,Тюмень,2026-07-22,21:30:00,365,79758,4777,S7 Airlines
2417,Тюмень,Владивосток,2026-07-22,16:30:00,348,75270,4777,Уральские авиалинии
2418,Владивосток,Тюмень,2026-07-22,08:15:00,348,92133,4777,S7 Airlines
2419,Тюмень,Южно-Сахалинск,2026-07-22,06:30:00,377,65007,5112,Red Wings
2420,Южно-Сахалинск,Тюмень,2026-07-22,09:50:00,377,107083,5112,Аэрофлот
2421,Тюмень,Южно-Сахалинск,2026-07-22,13:20:00,389,83905,5112,Россия
2422,Южно-Сахалинск,Тюмень,2026-07-22,19:55:00,389,109450,5112,Аэрофлот
2423,Тюмень,Южно-Сахалинск,2026-07-22,16:20:00,378,92643,5112,S7 Airlines
2424,Южно-Сахалинск,Тюмень,2026-07-22,13:10:00,378,100943,5112,Аэрофлот
2425,Тюмень,Сочи,2026-07-22,15:40:00,173,36532,2337,Победа
2426,Сочи,Тюмень,2026-07-22,11:30:00,173,40002,2337,Red Wings
2427,Тюмень,Сочи,2026-07-22,17:15:00,177,35225,2337,Red Wings
2428,Сочи,Тюмень,2026-07-22,11:45:00,177,39677,2337,Red Wings
2429,Тюмень,Сочи,2026-07-22,21:50:00,177,41346,2337,Аэрофлот
2430,Сочи,Тюмень,2026-07-22,07:10:00,177,32873,2337,Уральские авиалинии
2431,Тюмень,Краснодар,2026-07-22,06:00:00,171,34516,2259,Аэрофлот
2432,Краснодар,Тюмень,2026-07-22,19:50:00,171,49156,2259,Аэрофлот
2433,Тюмень,Краснодар,2026-07-22,19:00:00,164,46414,2259,Россия
2434,Краснодар,Тюмень,2026-07-22,07:05:00,164,38135,2259,Аэрофлот
2435,Тюмень,Краснодар,2026-07-22,22:15:00,169,29303,2259,Red Wings
2436,Краснодар,Тюмень,2026-07-22,23:05:00,169,29131,2259,Уральские авиалинии
2437,Тюмень,Краснодар,2026-07-22,23:25:00,165,28618,2259,Россия
2438,Краснодар,Тюмень,2026-07-22,22:15:00,165,28572,2259,Победа
2439,Тюмень,Ростов-на-Дону,2026-07-22,07:00:00,148,27209,2039,Победа
2440,Ростов-на-Дону,Тюмень,2026-07-22,08:15:00,148,42136,2039,Аэрофлот
2441,Тюмень,Ростов-на-Дону,2026-07-22,11:35:00,148,37016,2039,Уральские авиалинии
2442,Ростов-на-Дону,Тюмень,2026-07-22,09:50:00,148,33817,2039,Победа
2443,Тюмень,Ростов-на-Дону,2026-07-22,14:00:00,147,34532,2039,S7 Airlines
2444,Ростов-на-Дону,Тюмень,2026-07-22,20:55:00,147,36295,2039,S7 Airlines
2445,Тюмень,Ростов-на-Дону,2026-07-22,19:10:00,158,38321,2039,Победа
2446,Ростов-на-Дону,Тюмень,2026-07-22,12:00:00,158,38988,2039,Аэрофлот
2447,Тюмень,Ставрополь,2026-07-22,06:05:00,157,27093,2085,Red Wings
2448,Ставрополь,Тюмень,2026-07-22,11:45:00,157,39922,2085,S7 Airlines
2449,Тюмень,Ставрополь,2026-07-22,07:40:00,157,30228,2085,Россия
2450,Ставрополь,Тюмень,2026-07-22,13:30:00,157,38115,2085,Аэрофлот
2451,Тюмень,Ставрополь,2026-07-22,15:35:00,157,31115,2085,Победа
2452,Ставрополь,Тюмень,2026-07-22,13:05:00,157,37166,2085,S7 Airlines
2453,Тюмень,Ставрополь,2026-07-22,16:15:00,149,30209,2085,Уральские авиалинии
2454,Ставрополь,Тюмень,2026-07-22,20:15:00,149,38879,2085,S7 Airlines
2455,Тюмень,Минеральные Воды,2026-07-22,09:30:00,152,41022,2110,S7 Airlines
2456,Минеральные Воды,Тюмень,2026-07-22,18:05:00,152,35385,2110,Red Wings
2457,Тюмень,Минеральные Воды,2026-07-22,16:35:00,152,37521,2110,S7 Airlines
2458,Минеральные Воды,Тюмень,2026-07-22,12:05:00,152,37733,2110,S7 Airlines
2459,Тюмень,Минеральные Воды,2026-07-22,19:00:00,160,36767,2110,Red Wings
2460,Минеральные Воды,Тюмень,2026-07-22,12:30:00,160,41986,2110,S7 Airlines
2461,Тюмень,Махачкала,2026-07-22,06:50:00,145,28497,2024,Аэрофлот
2462,Махачкала,Тюмень,2026-07-22,06:10:00,145,27118,2024,Уральские авиалинии
2463,Тюмень,Махачкала,2026-07-22,14:00:00,158,35900,2024,S7 Airlines
2464,Махачкала,Тюмень,2026-07-22,12:30:00,158,33021,2024,Red Wings
2465,Тюмень,Махачкала,2026-07-22,14:55:00,151,30305,2024,Победа
2466,Махачкала,Тюмень,2026-07-22,07:05:00,151,27708,2024,Уральские авиалинии
2467,Тюмень,Грозный,2026-07-22,07:10:00,153,32834,2058,S7 Airlines
2468,Грозный,Тюмень,2026-07-22,13:55:00,153,35669,2058,Россия
2469,Тюмень,Грозный,2026-07-22,10:05:00,153,42255,2058,S7 Airlines
2470,Грозный,Тюмень,2026-07-22,11:55:00,153,34857,2058,Победа
2471,Тюмень,Грозный,2026-07-22,19:20:00,160,38684,2058,Россия
2472,Грозный,Тюмень,2026-07-22,22:25:00,160,27167,2058,Россия
2473,Тюмень,Грозный,2026-07-22,20:45:00,153,36340,2058,S7 Airlines
2474,Грозный,Тюмень,2026-07-22,18:50:00,153,37924,2058,Победа
2475,Тюмень,Калининград,2026-07-22,08:00:00,203,45293,2739,Россия
2476,Калининград,Тюмень,2026-07-22,21:40:00,203,38590,2739,Red Wings
2477,Тюмень,Калининград,2026-07-22,09:05:00,203,56074,2739,S7 Airlines
2478,Калининград,Тюмень,2026-07-22,06:55:00,203,43820,2739,Аэрофлот
2479,Тюмень,Калининград,2026-07-22,16:25:00,196,40106,2739,Уральские авиалинии
2480,Калининград,Тюмень,2026-07-22,06:10:00,196,37625,2739,Победа
2481,Тюмень,Калининград,2026-07-22,19:00:00,208,52642,2739,Россия
2482,Калининград,Тюмень,2026-07-22,12:15:00,208,50927,2739,Россия
2483,Тюмень,Архангельск,2026-07-22,08:55:00,121,28726,1550,S7 Airlines
2484,Архангельск,Тюмень,2026-07-22,13:15:00,121,23883,1550,Red Wings
2485,Тюмень,Архангельск,2026-07-22,10:45:00,113,26562,1550,Победа
2486,Архангельск,Тюмень,2026-07-22,11:15:00,113,30005,1550,S7 Airlines
2487,Тюмень,Архангельск,2026-07-22,14:10:00,119,25176,1550,S7 Airlines
2488,Архангельск,Тюмень,2026-07-22,08:05:00,119,30001,1550,S7 Airlines
2489,Тюмень,Архангельск,2026-07-22,19:55:00,118,29626,1550,Россия
2490,Архангельск,Тюмень,2026-07-22,21:45:00,118,23333,1550,S7 Airlines
2491,Тюмень,Мурманск,2026-07-22,07:15:00,158,30150,2048,Red Wings
2492,Мурманск,Тюмень,2026-07-22,19:50:00,158,41195,2048,S7 Airlines
2493,Тюмень,Мурманск,2026-07-22,17:50:00,146,38213,2048,S7 Airlines
2494,Мурманск,Тюмень,2026-07-22,07:20:00,146,30819,2048,Аэрофлот
2495,Тюмень,Мурманск,2026-07-22,20:20:00,157,40283,2048,Аэрофлот
2496,Мурманск,Тюмень,2026-07-22,12:00:00,157,40773,2048,Аэрофлот
2497,Тюмень,Мурманск,2026-07-22,23:25:00,155,25977,2048,Россия
2498,Мурманск,Тюмень,2026-07-22,20:35:00,155,37107,2048,S7 Airlines
2499,Тюмень,Сыктывкар,2026-07-22,07:55:00,74,13195,954,Россия
2500,Сыктывкар,Тюмень,2026-07-22,07:45:00,74,13262,954,Победа
2501,Тюмень,Сыктывкар,2026-07-22,11:35:00,70,17382,954,Red Wings
2502,Сыктывкар,Тюмень,2026-07-22,15:35:00,70,15573,954,S7 Airlines
2503,Тюмень,Сыктывкар,2026-07-22,15:55:00,68,16626,954,Аэрофлот
2504,Сыктывкар,Тюмень,2026-07-22,09:45:00,68,19652,954,S7 Airlines
2505,Тюмень,Сыктывкар,2026-07-22,20:00:00,70,15125,954,Победа
2506,Сыктывкар,Тюмень,2026-07-22,17:35:00,70,17829,954,Аэрофлот
2507,Тюмень,Сыктывкар,2026-07-22,22:00:00,74,12621,954,Уральские авиалинии
2508,Сыктывкар,Тюмень,2026-07-22,15:25:00,74,15454,954,S7 Airlines
2509,Омск,Томск,2026-07-22,08:00:00,58,14620,761,Аэрофлот
2510,Томск,Омск,2026-07-22,23:20:00,58,10594,761,Аэрофлот
2511,Омск,Томск,2026-07-22,11:35:00,56,13501,761,Red Wings
2512,Томск,Омск,2026-07-22,08:55:00,56,15000,761,S7 Airlines
2513,Омск,Томск,2026-07-22,14:50:00,55,11995,761,Red Wings
2514,Томск,Омск,2026-07-22,10:30:00,55,14322,761,Red Wings
2515,Омск,Томск,2026-07-22,16:20:00,56,11433,761,Уральские авиалинии
2516,Томск,Омск,2026-07-22,12:40:00,56,14141,761,Россия
2517,Омск,Томск,2026-07-22,21:50:00,59,10697,761,Победа
2518,Томск,Омск,2026-07-22,11:40:00,59,14187,761,Россия
2519,Омск,Томск,2026-07-22,23:20:00,57,9758,761,Победа
2520,Томск,Омск,2026-07-22,14:55:00,57,12350,761,Уральские авиалинии
2521,Омск,Кемерово,2026-07-22,08:15:00,63,13620,813,Red Wings
2522,Кемерово,Омск,2026-07-22,19:30:00,63,15692,813,S7 Airlines
2523,Омск,Кемерово,2026-07-22,08:30:00,63,14380,813,Red Wings
2524,Кемерово,Омск,2026-07-22,19:35:00,63,16722,813,S7 Airlines
2525,Омск,Кемерово,2026-07-22,10:25:00,59,14578,813,Red Wings
2526,Кемерово,Омск,2026-07-22,09:20:00,59,14748,813,Россия
2527,Омск,Кемерово,2026-07-22,10:45:00,60,16678,813,Россия
2528,Кемерово,Омск,2026-07-22,15:45:00,60,14513,813,S7 Airlines
2529,Омск,Кемерово,2026-07-22,13:25:00,58,13646,813,Уральские авиалинии
2530,Кемерово,Омск,2026-07-22,21:25:00,58,12136,813,Red Wings
2531,Омск,Кемерово,2026-07-22,15:25:00,62,14232,813,Аэрофлот
2532,Кемерово,Омск,2026-07-22,16:15:00,62,15120,813,Аэрофлот
2533,Омск,Барнаул,2026-07-22,17:05:00,50,10366,688,Уральские авиалинии
2534,Барнаул,Омск,2026-07-22,15:50:00,50,10480,688,Red Wings
2535,Омск,Барнаул,2026-07-22,19:20:00,49,12739,688,Red Wings
2536,Барнаул,Омск,2026-07-22,06:55:00,49,9641,688,S7 Airlines
2537,Омск,Барнаул,2026-07-22,21:05:00,53,9857,688,Red Wings
2538,Барнаул,Омск,2026-07-22,22:20:00,53,9531,688,S7 Airlines
2539,Омск,Барнаул,2026-07-22,21:25:00,50,10368,688,Россия
2540,Барнаул,Омск,2026-07-22,08:50:00,50,12080,688,Победа
2541,Омск,Барнаул,2026-07-22,22:15:00,53,9279,688,Россия
2542,Барнаул,Омск,2026-07-22,19:55:00,53,12792,688,Победа
2543,Омск,Красноярск,2026-07-22,12:30:00,88,20962,1232,Победа
2544,Красноярск,Омск,2026-07-22,20:55:00,88,21370,1232,Победа
2545,Омск,Красноярск,2026-07-22,15:40:00,88,18882,1232,Победа
2546,Красноярск,Омск,2026-07-22,11:40:00,88,23661,1232,S7 Airlines
2547,Омск,Красноярск,2026-07-22,23:10:00,93,14771,1232,Red Wings
2548,Красноярск,Омск,2026-07-22,21:25:00,93,20126,1232,S7 Airlines
2549,Омск,Иркутск,2026-07-22,07:30:00,156,29694,2047,Россия
2550,Иркутск,Омск,2026-07-22,07:10:00,156,26529,2047,Победа
2551,Омск,Иркутск,2026-07-22,16:10:00,161,36418,2047,S7 Airlines
2552,Иркутск,Омск,2026-07-22,11:25:00,161,39569,2047,Аэрофлот
2553,Омск,Иркутск,2026-07-22,16:40:00,155,32952,2047,Победа
2554,Иркутск,Омск,2026-07-22,08:30:00,155,37824,2047,Россия
2555,Омск,Иркутск,2026-07-22,19:35:00,153,46285,2047,Аэрофлот
2556,Иркутск,Омск,2026-07-22,16:30:00,153,34113,2047,S7 Airlines
2557,Омск,Улан-Удэ,2026-07-22,08:55:00,162,42609,2266,Россия
2558,Улан-Удэ,Омск,2026-07-22,07:00:00,162,30937,2266,Победа
2559,Омск,Улан-Удэ,2026-07-22,11:05:00,161,39848,2266,Red Wings
2560,Улан-Удэ,Омск,2026-07-22,09:20:00,161,44789,2266,Россия
2561,Омск,Улан-Удэ,2026-07-22,18:05:00,168,42761,2266,Red Wings
2562,Улан-Удэ,Омск,2026-07-22,19:20:00,168,40012,2266,Победа
2563,Омск,Улан-Удэ,2026-07-22,23:35:00,165,28773,2266,Победа
2564,Улан-Удэ,Омск,2026-07-22,18:15:00,165,43456,2266,Россия
2565,Омск,Чита,2026-07-22,20:20:00,202,47264,2628,Россия
2566,Чита,Омск,2026-07-22,18:30:00,202,43197,2628,Победа
2567,Омск,Чита,2026-07-22,21:30:00,192,36914,2628,Победа
2568,Чита,Омск,2026-07-22,23:10:00,192,32391,2628,Победа
2569,Омск,Чита,2026-07-22,22:00:00,192,40371,2628,Аэрофлот
2570,Чита,Омск,2026-07-22,16:15:00,192,38100,2628,Уральские авиалинии
2571,Омск,Якутск,2026-07-22,20:20:00,238,54119,3258,Red Wings
2572,Якутск,Омск,2026-07-22,13:15:00,238,56142,3258,Россия
2573,Омск,Хабаровск,2026-07-22,11:35:00,328,76826,4176,Red Wings
2574,Хабаровск,Омск,2026-07-22,20:00:00,328,79872,4176,S7 Airlines
2575,Омск,Хабаровск,2026-07-22,12:15:00,318,77239,4176,S7 Airlines
2576,Хабаровск,Омск,2026-07-22,20:55:00,318,74314,4176,Red Wings
2577,Омск,Хабаровск,2026-07-22,19:50:00,311,85275,4176,Аэрофлот
2578,Хабаровск,Омск,2026-07-22,21:05:00,311,63333,4176,Россия
2579,Омск,Владивосток,2026-07-22,10:30:00,323,89618,4326,S7 Airlines
2580,Владивосток,Омск,2026-07-22,16:40:00,323,75671,4326,S7 Airlines
2581,Омск,Владивосток,2026-07-22,13:55:00,334,81756,4326,Аэрофлот
2582,Владивосток,Омск,2026-07-22,06:10:00,334,63401,4326,S7 Airlines
2583,Омск,Владивосток,2026-07-22,14:20:00,318,80078,4326,Аэрофлот
2584,Владивосток,Омск,2026-07-22,16:40:00,318,76902,4326,Аэрофлот
2585,Омск,Южно-Сахалинск,2026-07-22,10:55:00,368,95212,4735,S7 Airlines
2586,Южно-Сахалинск,Омск,2026-07-22,14:50:00,368,87919,4735,Аэрофлот
2587,Омск,Сочи,2026-07-22,06:40:00,202,41646,2704,S7 Airlines
2588,Сочи,Омск,2026-07-22,09:30:00,202,51133,2704,S7 Airlines
2589,Омск,Сочи,2026-07-22,08:15:00,204,51686,2704,Аэрофлот
2590,Сочи,Омск,2026-07-22,22:05:00,204,36370,2704,S7 Airlines
2591,Омск,Сочи,2026-07-22,14:45:00,212,41939,2704,Победа
2592,Сочи,Омск,2026-07-22,22:40:00,212,37089,2704,Россия
2593,Омск,Сочи,2026-07-22,21:15:00,205,46017,2704,S7 Airlines
2594,Сочи,Омск,2026-07-22,10:25:00,205,52630,2704,S7 Airlines
2595,Омск,Краснодар,2026-07-22,18:10:00,200,57424,2656,Аэрофлот
2596,Краснодар,Омск,2026-07-22,07:20:00,200,42078,2656,S7 Airlines
2597,Омск,Краснодар,2026-07-22,19:40:00,200,52805,2656,S7 Airlines
2598,Краснодар,Омск,2026-07-22,14:30:00,200,44755,2656,S7 Airlines
2599,Омск,Краснодар,2026-07-22,20:30:00,193,53757,2656,Аэрофлот
2600,Краснодар,Омск,2026-07-22,23:45:00,193,35400,2656,Россия
2601,Омск,Ростов-на-Дону,2026-07-22,06:00:00,186,35065,2461,Россия
2602,Ростов-на-Дону,Омск,2026-07-22,18:50:00,186,44780,2461,Уральские авиалинии
2603,Омск,Ростов-на-Дону,2026-07-22,13:35:00,185,38190,2461,Победа
2604,Ростов-на-Дону,Омск,2026-07-22,19:15:00,185,42607,2461,Red Wings
2605,Омск,Ростов-на-Дону,2026-07-22,18:55:00,188,52691,2461,Аэрофлот
2606,Ростов-на-Дону,Омск,2026-07-22,07:25:00,188,36156,2461,S7 Airlines
2607,Омск,Ростов-на-Дону,2026-07-22,22:05:00,182,36815,2461,Аэрофлот
2608,Ростов-на-Дону,Омск,2026-07-22,15:55:00,182,35769,2461,Уральские авиалинии
2609,Омск,Ставрополь,2026-07-22,13:05:00,188,43188,2455,S7 Airlines
2610,Ставрополь,Омск,2026-07-22,07:30:00,188,35465,2455,Уральские авиалинии
2611,Омск,Ставрополь,2026-07-22,19:05:00,183,49772,2455,Аэрофлот
2612,Ставрополь,Омск,2026-07-22,20:20:00,183,46155,2455,S7 Airlines
2613,Омск,Ставрополь,2026-07-22,20:50:00,176,48573,2455,Аэрофлот
2614,Ставрополь,Омск,2026-07-22,09:50:00,176,47886,2455,S7 Airlines
2615,Омск,Ставрополь,2026-07-22,22:10:00,186,34226,2455,Red Wings
2616,Ставрополь,Омск,2026-07-22,12:20:00,186,48032,2455,Аэрофлот
2617,Омск,Минеральные Воды,2026-07-22,06:25:00,185,31858,2457,Red Wings
2618,Минеральные Воды,Омск,2026-07-22,22:40:00,185,37547,2457,Аэрофлот
2619,Омск,Минеральные Воды,2026-07-22,18:40:00,188,48178,2457,Россия
2620,Минеральные Воды,Омск,2026-07-22,09:30:00,188,43550,2457,Россия
2621,Омск,Минеральные Воды,2026-07-22,21:50:00,186,38073,2457,S7 Airlines
2622,Минеральные Воды,Омск,2026-07-22,14:55:00,186,35746,2457,Уральские авиалинии
2623,Омск,Махачкала,2026-07-22,11:15:00,166,43381,2290,S7 Airlines
2624,Махачкала,Омск,2026-07-22,19:15:00,166,44123,2290,Уральские авиалинии
2625,Омск,Махачкала,2026-07-22,14:05:00,173,38773,2290,S7 Airlines
2626,Махачкала,Омск,2026-07-22,12:00:00,173,44907,2290,S7 Airlines
2627,Омск,Махачкала,2026-07-22,22:05:00,178,30134,2290,Россия
2628,Махачкала,Омск,2026-07-22,16:20:00,178,37688,2290,S7 Airlines
2629,Омск,Грозный,2026-07-22,13:35:00,171,39336,2360,Победа
2630,Грозный,Омск,2026-07-22,17:40:00,171,39732,2360,Россия
2631,Омск,Грозный,2026-07-22,16:30:00,185,38428,2360,Победа
2632,Грозный,Омск,2026-07-22,22:50:00,185,35388,2360,S7 Airlines
2633,Омск,Грозный,2026-07-22,18:50:00,172,44933,2360,S7 Airlines
2634,Грозный,Омск,2026-07-22,09:35:00,172,46009,2360,Аэрофлот
2635,Омск,Калининград,2026-07-22,06:45:00,255,52344,3287,Аэрофлот
2636,Калининград,Омск,2026-07-22,10:10:00,255,58428,3287,Red Wings
2637,Омск,Калининград,2026-07-22,08:30:00,241,51821,3287,Red Wings
2638,Калининград,Омск,2026-07-22,09:10:00,241,58203,3287,Победа
2639,Омск,Калининград,2026-07-22,16:25:00,249,50529,3287,Уральские авиалинии
2640,Калининград,Омск,2026-07-22,22:30:00,249,43715,3287,Уральские авиалинии
2641,Омск,Архангельск,2026-07-22,06:55:00,161,30485,2081,S7 Airlines
2642,Архангельск,Омск,2026-07-22,15:05:00,161,34153,2081,Победа
2643,Омск,Архангельск,2026-07-22,07:00:00,149,29829,2081,Победа
2644,Архангельск,Омск,2026-07-22,22:55:00,149,30552,2081,S7 Airlines
2645,Омск,Архангельск,2026-07-22,11:25:00,158,41345,2081,S7 Airlines
2646,Архангельск,Омск,2026-07-22,13:45:00,158,40057,2081,Аэрофлот
